seed	Spearman	Pearson
1	-0.13053274594556377	0.11374383314479733
2	-0.14403881215764447	0.07339392567693337
3	-0.15166361810018403	0.09813410659593978
4	-0.19501492932323752	-0.06415084846217062
5	-0.21006603001534152	-0.05901864422008965
6	-0.1494109519739695	-0.04427069782723135
7	-0.09603691868705945	0.048321904321426884
8	-0.15496889185366322	0.023580903381998808
9	-0.15745873052112733	0.053130023650272994
10	-0.124593866713684	0.10626186180961472
11	-0.17884212535768698	0.002944352540443139
12	-0.14370061397034398	-0.030142878968430455
13	-0.14584444804469823	0.004050076590010186
14	-0.15005111452420775	0.05741785683610806
15	-0.17594027637218088	-0.029940907510418266
16	-0.14782226817849942	0.09763782665776508
17	-0.07501754298603802	0.07938585216153753
18	-0.13192284597730272	-0.02711278631199508
19	-0.17581059011851868	-0.034439259768507945
20	-0.19752608552867154	-0.08836667494708182
21	-0.161936217468151	-0.0007567578097494518
22	-0.16544787107150769	-0.050829860276644066
23	-0.19262329056991623	-0.05886297299613831
24	-0.06486122628256046	0.05987708312287266
25	-0.1304967934710293	0.043270731072561186
26	-0.1313545685876655	0.019150937960336414
27	-0.12186042071786495	0.012568531145949541
28	-0.16666234248858838	0.061835584225385626
29	-0.1084681038140883	-0.023537869587588113
30	-0.14398208951897093	-0.031017245909736188
31	-0.16183567959659417	-0.009593496197836811
32	-0.11762931441783793	0.0686526496321968
33	-0.182799165874849	-0.032417359595377136
34	-0.16147920133705282	0.012109672816894169
35	-0.1794987554967809	0.04650356520779754
36	-0.09535647136358641	0.046220040106764365
37	-0.05034841650811503	0.045437091141030936
38	-0.042336082181386465	0.01869774661802282
39	-0.18897458336895462	-0.045140223137650065
40	-0.13236480646532928	-0.035367443595377746
41	-0.12672234508236238	0.07633544726015584
42	-0.15872578778802066	0.0794765965854185
43	-0.1612899951107744	-0.011799047796067047
44	-0.11808580375986821	0.06947280222447713
45	-0.11755646574030315	-5.037711961011597e-05
46	-0.12805933838923717	0.03564330418990723
47	-0.1663455371744398	0.016915878075752927
48	-0.12866108751788816	-0.013857445575153789
49	-0.1496456061734458	-0.031634909681671694
50	-0.15666849598733634	0.006609318685357508
51	-0.16266373712375276	-0.042960350461577174
52	-0.08384164700751491	0.09336525706424702
53	-0.17818409220802198	-0.07968923454508534
54	-0.11941177346264689	-0.0032894943871198358
55	-0.16883194193895723	-0.06215622760753758
56	-0.14787930665701418	0.018876903811569878
57	-0.17426846222275852	-0.022346557921482674
58	-0.09143712968045557	0.049547244792101874
59	-0.16079119781707854	0.056222253168495
60	-0.14546482935471822	-0.018762751621964852
61	-0.17562184460247102	0.026241079578103475
62	-0.10184969624615418	0.09371337756320067
63	-0.17317611232457897	-0.005246258485348007
64	-0.18637311042547733	-0.015221234671433333
65	-0.11550815941104664	-0.004094293811191982
66	-0.19861694117312495	-0.05320083225738142
67	-0.10997384426151172	-0.011719663570878733
68	-0.1163146160534284	-0.027994810191515826
69	-0.1676144305089157	-0.029192327832932664
70	-0.1379829815923828	0.045557051410134594
71	-0.12731700774181365	-0.015763815240528112
72	-0.15453772418775288	-0.020726868868844776
73	-0.15126465906148004	0.045492441054688616
74	-0.1314036680935866	0.014961690267810739
75	-0.18060338218235297	-0.050470074627893685
76	-0.14391689960474238	0.049046073655600535
77	-0.17147422952273406	-0.005623604146718454
78	-0.19877182072829577	-0.037354242537681215
79	-0.15953189333211612	0.0014369793152766066
80	-0.09887284145509935	0.010915330319250335
81	-0.17036896600492848	-0.010192075715294364
82	-0.15580492278487143	0.01931320637632729
83	-0.21451324747216802	-0.03837113083589474
84	-0.13648643039052363	0.004724130530529176
85	-0.17378262354921842	-0.031731281126221283
86	-0.11910679938983566	-0.0070818893164906966
87	-0.14779491824818264	0.04943910038709547
88	-0.1756647348933097	0.03643094087424423
89	-0.17831350343223243	-0.014943562875262304
90	-0.10976236975860565	0.07391110355194173
91	-0.17860095589487568	-0.03138840993640368
92	-0.09459233070750807	-0.0006533890723282344
93	-0.16627593031535168	-0.05197104297246159
94	-0.16171546233655507	0.04977986054108687
95	-0.16046071591134842	0.0016915817683574134
96	-0.14705929850753197	0.0559875844125615
97	-0.0746942751352472	0.04671417725001078
98	-0.13361434388938018	-0.03128786664701998
99	-0.1383390866553337	-0.018647718169808106
100	-0.14167171460965608	-0.006078860869027729
