seed	Spearman	Pearson
1	0.9862890650195706	0.9838301622334615
2	0.9854447883647196	0.9841647410743104
3	0.9873434240260044	0.9859647267257636
4	0.9867945164772916	0.9865946919743959
5	0.9826208237293218	0.9823150708073708
6	0.9866279591041177	0.9858818940101364
7	0.985218645673315	0.9861859267198883
8	0.9853081045313036	0.9845672551534848
9	0.9819663409062015	0.9826964844712485
10	0.9885124759746537	0.9853429185383378
11	0.9844442774516002	0.9829850410366971
12	0.986399044436576	0.9845771832211292
13	0.9861708709985177	0.9849963786997594
14	0.9856250055534737	0.9825514804218128
15	0.9850422311658446	0.9848347748039168
16	0.9853866966043604	0.9851420472224709
17	0.9878721904986737	0.9868903072363353
18	0.9852753490815797	0.9831070293345188
19	0.9851148902353007	0.9844137218404903
20	0.9875713601446546	0.9866725715122167
21	0.985555581139056	0.9842564121129624
22	0.9866449386978446	0.9869806197885094
23	0.9825103976546815	0.9832676544555421
24	0.9869463803694526	0.9879009809702071
25	0.9804330668795654	0.979668758605636
26	0.9868034686369378	0.9848706386164583
27	0.9847028337334783	0.9858162463380727
28	0.9850291556976636	0.9848620264679276
29	0.9871806378110353	0.9850793359396279
30	0.9837961270728149	0.9825693358448804
31	0.9842075435025807	0.9831372027018643
32	0.9875161289817644	0.9872128430356321
33	0.9849206332987448	0.9844569616840301
34	0.9874415728348387	0.9861559353476328
35	0.9841185695969362	0.9813112379655489
36	0.9866404634580099	0.9842046885410969
37	0.9868490512620933	0.9866687786289661
38	0.9817633440264699	0.9795741240091179
39	0.9850304590869942	0.9842649228006283
40	0.987135173038312	0.9835333434718518
41	0.989629730314851	0.9881505059373422
42	0.9841069628266533	0.9855970948023332
43	0.9887159699511819	0.9864517843900339
44	0.9867171011052754	0.9838384693366755
45	0.9869330039948397	0.9846185218041075
46	0.9857978308611376	0.9838299389654412
47	0.9868836420030178	0.9864349182614618
48	0.9856885962600844	0.9844428672680166
49	0.9849998445270727	0.9833580837066367
50	0.9853422371665366	0.9844754708160403
51	0.9878070437582541	0.9864053093948011
52	0.9847881363457381	0.9828189414412967
53	0.9855212787926156	0.9836808341163931
54	0.985555253555892	0.9839289070236703
55	0.9855285557264143	0.9850007101201178
56	0.9841772442730563	0.9843232270861606
57	0.9852834757432801	0.9849260317717395
58	0.9834969612182777	0.9844813697669145
59	0.9838058438326492	0.9846786878807351
60	0.9861704083713165	0.9851343765293136
61	0.988297311816933	0.9875122826746005
62	0.9845964524610109	0.984242940119429
63	0.989168425663641	0.9868782959731079
64	0.9889082396879143	0.9845548398096451
65	0.9864850698176754	0.9855222970302676
66	0.9881465712646214	0.9883615462412731
67	0.9867490209588163	0.985742425081862
68	0.9862305712417313	0.9863074467742581
69	0.9868725897650672	0.984599523321714
70	0.9866321850526631	0.9844307278684711
71	0.986907269441424	0.9866460504587498
72	0.9866093966172333	0.986273424153973
73	0.9858803582924398	0.9835360802076938
74	0.9861534417339961	0.98365708788502
75	0.9833257888545148	0.982937048694771
76	0.9870503766941136	0.9853227287734972
77	0.9861583618190161	0.9853976824990233
78	0.9840969745782422	0.9830267467506302
79	0.9842285980821446	0.9844993014824379
80	0.9849243169967133	0.9851819438740325
81	0.9870519812302175	0.9874779491718061
82	0.9880068459811809	0.9868568250960106
83	0.9880009447228613	0.988452337162163
84	0.9863929299895361	0.9845823508843574
85	0.9838364267794917	0.98040439190335
86	0.984604071836088	0.9846460241396189
87	0.9860166454677671	0.9825097250368127
88	0.9852987254138333	0.9843320809727402
89	0.9864484919189644	0.9845276365510379
90	0.9858788726081513	0.9858574853611694
91	0.9870596632551171	0.9844262544512173
92	0.9878746042787026	0.9876256499817
93	0.9873004744417191	0.9865230398412311
94	0.9877198654282292	0.9866421531671502
95	0.9870897577713448	0.9864782330659753
96	0.9882552306143391	0.984340352321279
97	0.9851781697153922	0.985662477191081
98	0.9841680063343212	0.9803949564244652
99	0.9847243436148828	0.9852843229216403
100	0.9847986488542239	0.9828182343769021
